Flap Position,Flap Angle,alpha,CL,Cm,CD,CL/CD,dCm/dalpha,Static Margin,Cm<0,dCm/da<0,SM>0,All Stable
0.7,6,2.9,0.7453,-0.4804,0.03489,21.361,-0.06638,75.3424,True,True,True,True
0.65,6,2.8,0.7529,-0.504,0.03526,21.35,-0.05678,0.2552,True,True,True,True
0.75,6,3.0,0.7317,-0.4262,0.03427,21.35,-0.13838,229.3212,True,True,True,True
0.7,6,2.2,0.6602,-0.4302,0.03093,21.341,-0.04431,0.1802,True,True,True,True
0.75,2,5.2,0.8852,-0.2021,0.04156,21.302,-0.10802,0.4308,True,True,True,True
0.75,8,1.9,0.6645,-0.5162,0.0312,21.295,-0.04132,4.5024,True,True,True,True
0.75,2,4.8,0.8842,-0.2001,0.04155,21.284,-0.13089,0.7716,True,True,True,True
0.0,6,0.6,0.4944,-0.3734,0.02324,21.279,-0.00872,0.0452,True,True,True,True
0.0,6,0.7,0.4944,-0.3734,0.02324,21.279,-0.02194,0.0867,True,True,True,True
0.75,2,5.1,0.8841,-0.2005,0.04156,21.274,-0.01099,1.388,True,True,True,True
0.75,6,3.1,0.7317,-0.4481,0.0344,21.268,-0.08492,8.0812,True,True,True,True
0.65,6,2.5,0.7014,-0.4974,0.03299,21.262,-0.12174,3.0337,True,True,True,True
0.7,6,3.0,0.7454,-0.4881,0.03506,21.259,-0.1764,292.3221,True,True,True,True
0.7,6,3.1,0.7454,-0.5156,0.03506,21.259,-0.10853,6.8585,True,True,True,True
0.65,6,0.7,0.4967,-0.3918,0.02337,21.254,-0.01529,0.0643,True,True,True,True
0.65,6,0.6,0.4967,-0.3918,0.02337,21.254,-0.00645,0.0368,True,True,True,True
0.75,8,1.8,0.6652,-0.5079,0.0313,21.251,-0.01551,0.1924,True,True,True,True
0.75,2,5.0,0.8837,-0.1999,0.04159,21.246,-0.00302,1.2766,True,True,True,True
0.65,6,2.4,0.7013,-0.4707,0.03309,21.194,-0.13361,300.6483,True,True,True,True
0.65,6,2.3,0.7013,-0.4707,0.03309,21.194,-0.02542,0.1515,True,True,True,True
0.75,8,1.0,0.5519,-0.4836,0.02607,21.173,-0.02473,0.4731,True,True,True,True
0.65,4,4.1,0.8239,-0.3799,0.03891,21.172,-0.06325,6.3381,True,True,True,True
0.65,4,3.9,0.8219,-0.3808,0.03882,21.171,-0.0021,0.0539,True,True,True,True
0.65,4,4.2,0.8239,-0.3935,0.03894,21.157,-0.09834,0.452,True,True,True,True
0.7,6,1.6,0.6028,-0.4172,0.02852,21.14,-0.06177,0.6638,True,True,True,True
0.65,6,2.9,0.7538,-0.5064,0.03568,21.128,-0.05747,10.7719,True,True,True,True
0.7,2,5.2,0.8897,-0.2202,0.04211,21.127,-0.05703,0.2368,True,True,True,True
0.65,6,1.1,0.5466,-0.4119,0.02588,21.122,-0.01892,0.2167,True,True,True,True
0.75,6,3.7,0.7907,-0.4624,0.03744,21.117,-0.02168,0.0904,True,True,True,True
0.75,6,1.6,0.5894,-0.3605,0.02791,21.116,-0.0943,0.8338,True,True,True,True
0.75,8,0.8,0.5317,-0.476,0.02518,21.116,-0.04867,0.3625,True,True,True,True
0.75,6,3.5,0.7871,-0.4624,0.0373,21.1,-0.04847,0.3593,True,True,True,True
0.0,4,3.9,0.8221,-0.3659,0.03896,21.099,-0.01054,0.2913,True,True,True,True
0.75,8,2.8,0.7638,-0.5872,0.03621,21.093,-0.13514,0.8762,True,True,True,True
0.75,8,2.3,0.7101,-0.5181,0.03371,21.064,-0.06042,0.7442,True,True,True,True
0.75,4,4.7,0.871,-0.3876,0.04136,21.059,-0.14793,0.6705,True,True,True,True
0.75,4,4.6,0.8706,-0.3399,0.04136,21.05,-0.22502,5.798,True,True,True,True
0.75,8,1.6,0.6064,-0.5117,0.02881,21.047,-0.00664,0.0315,True,True,True,True
0.65,6,3.1,0.754,-0.5429,0.03589,21.007,-0.12352,9.2794,True,True,True,True
0.65,6,3.0,0.754,-0.5155,0.03589,21.007,-0.18253,302.6943,True,True,True,True
0.0,4,4.2,0.8214,-0.3785,0.03911,21.002,-0.09284,0.4925,True,True,True,True
0.75,8,1.1,0.5585,-0.4848,0.0266,20.995,-0.14161,0.9181,True,True,True,True
0.7,8,0.8,0.5444,-0.5586,0.02597,20.963,-0.04627,0.3474,True,True,True,True
0.75,8,0.9,0.5481,-0.4799,0.02615,20.959,-0.03809,0.3778,True,True,True,True
0.0,6,1.1,0.5467,-0.3961,0.0261,20.944,-0.0168,0.1991,True,True,True,True
0.75,4,4.3,0.8649,-0.3373,0.04133,20.926,-0.05519,0.2409,True,True,True,True
0.75,8,2.1,0.6846,-0.5201,0.03273,20.918,-0.03698,0.2762,True,True,True,True
0.7,8,1.6,0.6226,-0.579,0.02977,20.915,-0.00599,0.038,True,True,True,True
0.7,2,4.8,0.8762,-0.2212,0.04192,20.904,-0.12569,0.8956,True,True,True,True
0.75,8,0.5,0.5027,-0.4572,0.02405,20.9,-0.06894,0.7905,True,True,True,True
0.75,6,3.8,0.8375,-0.4667,0.04008,20.896,-0.11553,0.5019,True,True,True,True
0.7,8,1.0,0.5662,-0.564,0.0271,20.893,-0.00712,0.1204,True,True,True,True
0.65,6,2.2,0.6678,-0.4656,0.03196,20.892,-0.02542,0.1043,True,True,True,True
0.75,8,0.6,0.5221,-0.4709,0.025,20.887,-0.06475,0.6985,True,True,True,True
0.7,8,2.3,0.7255,-0.5841,0.03474,20.883,-0.08436,1.181,True,True,True,True
0.0,0,5.7,0.9028,-0.0811,0.04324,20.88,-0.0351,0.1382,True,True,True,True
0.0,0,5.6,0.9028,-0.0811,0.04324,20.88,-0.12784,21.5567,True,True,True,True
0.75,8,0.7,0.5212,-0.4702,0.02497,20.872,-0.02526,0.5243,True,True,True,True
0.7,8,1.1,0.5724,-0.5634,0.02743,20.871,-0.07858,0.5068,True,True,True,True
0.65,2,5.2,0.8843,-0.2348,0.04237,20.869,-0.05642,0.1993,True,True,True,True
0.7,6,3.6,0.8017,-0.5266,0.03842,20.866,-0.00975,0.5534,True,True,True,True
0.65,2,4.8,0.8799,-0.2358,0.04219,20.855,-0.15786,0.7265,True,True,True,True
0.75,6,2.6,0.687,-0.4064,0.03295,20.85,-0.00153,0.0667,True,True,True,True
0.65,6,1.6,0.6111,-0.455,0.02932,20.842,-0.0742,0.7924,True,True,True,True
0.7,4,4.7,0.8749,-0.4369,0.04198,20.842,-0.17006,0.8822,True,True,True,True
0.0,0,5.5,0.9016,-0.0555,0.04327,20.837,-0.12639,21.312,True,True,True,True
0.7,6,2.7,0.7013,-0.4633,0.03366,20.835,-0.05755,0.262,True,True,True,True
0.7,8,2.1,0.7022,-0.5819,0.03371,20.834,-0.083,0.636,True,True,True,True
0.75,6,2.7,0.6866,-0.4064,0.03296,20.832,-0.06329,0.2875,True,True,True,True
0.7,6,3.5,0.7997,-0.5266,0.03841,20.818,-0.04996,0.3764,True,True,True,True
0.75,8,0.4,0.5047,-0.4572,0.02425,20.814,-0.06921,0.3911,True,True,True,True
0.7,4,4.6,0.875,-0.3856,0.04204,20.814,-0.24852,9.0315,True,True,True,True
0.75,8,2.7,0.7355,-0.5809,0.03534,20.813,-0.03409,0.2244,True,True,True,True
0.7,8,2.8,0.7801,-0.6698,0.03749,20.809,-0.1169,0.7536,True,True,True,True
0.75,0,5.5,0.9319,-0.0576,0.04479,20.808,-0.10962,11.6514,True,True,True,True
0.7,6,3.7,0.8032,-0.5286,0.03864,20.786,-0.02307,0.0932,True,True,True,True
0.65,4,-0.6,0.3398,-0.1021,0.01635,20.785,-0.01621,2.6053,True,True,True,True
0.0,0,5.3,0.9016,-0.0559,0.04338,20.782,-0.08713,0.3453,True,True,True,True
0.75,0,5.6,0.9337,-0.0798,0.04495,20.771,-0.11107,12.436,True,True,True,True
0.75,8,0.3,0.4673,-0.4434,0.02251,20.762,-0.13361,0.5605,True,True,True,True
0.7,8,0.7,0.534,-0.5527,0.02573,20.75,-0.02487,0.4967,True,True,True,True
0.75,8,2.6,0.7334,-0.5804,0.03535,20.748,-0.03636,0.2872,True,True,True,True
0.7,8,0.6,0.5343,-0.5536,0.02576,20.744,-0.07566,0.8442,True,True,True,True
0.7,8,2.2,0.7113,-0.5888,0.03429,20.74,-0.01078,0.0925,True,True,True,True
0.7,0,5.7,0.9382,-0.0891,0.04524,20.739,-0.0459,0.1857,True,True,True,True
0.75,0,5.3,0.9313,-0.0579,0.04492,20.734,-0.10777,0.4059,True,True,True,True
0.75,0,5.7,0.9337,-0.0798,0.04503,20.734,-0.03311,0.1308,True,True,True,True
0.65,4,-0.7,0.339,-0.0982,0.01635,20.733,-0.14505,0.5975,True,True,True,True
0.7,0,5.6,0.9378,-0.0868,0.04524,20.732,-0.13078,10.1522,True,True,True,True
0.7,4,4.4,0.8694,-0.3872,0.04194,20.729,-0.0432,0.6139,True,True,True,True
0.65,0,5.7,0.9414,-0.0897,0.04545,20.714,-0.03595,0.1446,True,True,True,True
0.65,0,5.6,0.9414,-0.0897,0.04545,20.714,-0.11133,32.1576,True,True,True,True
0.7,8,0.4,0.5169,-0.5379,0.02496,20.712,-0.04522,0.2713,True,True,True,True
0.65,8,0.8,0.5532,-0.6092,0.02672,20.706,-0.04708,0.3311,True,True,True,True
0.7,6,-0.5,0.3721,-0.2775,0.01798,20.699,-0.15165,7.924,True,True,True,True
0.65,8,1.9,0.6898,-0.6439,0.03333,20.698,-0.07221,1.5495,True,True,True,True
0.7,0,5.5,0.9356,-0.0629,0.0452,20.698,-0.12087,8.5662,True,True,True,True
0.75,6,3.3,0.7623,-0.4516,0.03684,20.693,-0.04752,0.3306,True,True,True,True
0.7,4,-0.6,0.3353,-0.0813,0.01621,20.688,-0.0253,4.3393,True,True,True,True
0.65,0,5.5,0.9407,-0.0674,0.04548,20.685,-0.10988,4.268,True,True,True,True
0.7,8,0.9,0.5606,-0.562,0.02711,20.68,-0.0272,0.2492,True,True,True,True
0.7,8,0.5,0.516,-0.5376,0.02496,20.677,-0.07827,0.8975,True,True,True,True
0.0,6,2.8,0.7423,-0.4925,0.03591,20.675,-0.0523,0.2552,True,True,True,True
0.7,0,5.4,0.935,-0.0626,0.04526,20.659,-0.00142,0.5004,True,True,True,True
0.75,6,4.0,0.8367,-0.4852,0.04051,20.653,-0.08815,34.8781,True,True,True,True
0.75,6,-0.5,0.364,-0.2258,0.01763,20.649,-0.11009,5.3628,True,True,True,True
0.75,6,3.4,0.7626,-0.4527,0.03693,20.648,-0.05403,0.4355,True,True,True,True
0.0,6,2.5,0.6952,-0.4844,0.03368,20.643,-0.14031,4.4917,True,True,True,True
0.7,4,-0.7,0.3345,-0.0773,0.01621,20.64,-0.11968,0.5049,True,True,True,True
0.7,0,5.3,0.935,-0.0626,0.04531,20.636,-0.0728,0.2755,True,True,True,True
0.65,6,-0.4,0.3777,-0.3356,0.0183,20.635,-0.04547,4.8031,True,True,True,True
0.0,8,0.8,0.5539,-0.5954,0.02685,20.633,-0.04955,0.3199,True,True,True,True
0.0,2,5.2,0.8619,-0.2249,0.04178,20.631,-0.07218,0.3113,True,True,True,True
0.75,8,1.3,0.5921,-0.5122,0.0287,20.631,-0.00142,0.012,True,True,True,True
0.7,8,0.3,0.4827,-0.5285,0.0234,20.628,-0.12382,0.5477,True,True,True,True
0.75,8,0.1,0.4504,-0.4296,0.02184,20.627,-0.02873,0.7135,True,True,True,True
0.75,8,0.2,0.457,-0.4304,0.02216,20.619,-0.06864,0.8156,True,True,True,True
0.7,4,4.3,0.8553,-0.3785,0.0415,20.612,-0.07333,0.2716,True,True,True,True
0.75,8,-0.2,0.45,-0.4171,0.02184,20.611,-0.0407,0.1922,True,True,True,True
0.0,6,2.3,0.6961,-0.4564,0.03377,20.609,-0.03984,0.3096,True,True,True,True
0.0,6,2.2,0.6703,-0.4484,0.03253,20.606,-0.03984,0.1947,True,True,True,True
0.7,8,1.3,0.6085,-0.5804,0.02953,20.606,-0.01112,0.085,True,True,True,True
0.65,4,4.6,0.8682,-0.4075,0.0422,20.573,-0.25149,130.5526,True,True,True,True
0.65,4,4.7,0.8686,-0.4582,0.04222,20.573,-0.16963,0.6515,True,True,True,True
0.65,6,-0.5,0.3763,-0.3244,0.01829,20.573,-0.17318,9.1631,True,True,True,True
0.65,4,4.4,0.8675,-0.4079,0.04217,20.571,-0.04174,10.4858,True,True,True,True
0.65,4,4.3,0.8674,-0.3995,0.04217,20.568,-0.07191,0.3296,True,True,True,True
0.7,6,3.8,0.8512,-0.5313,0.0414,20.561,-0.10481,0.4449,True,True,True,True
0.65,6,3.7,0.8105,-0.5568,0.03942,20.56,-0.02014,0.083,True,True,True,True
0.75,4,5.2,0.9165,-0.3939,0.04458,20.559,-0.12649,0.5947,True,True,True,True
0.75,8,0.0,0.4489,-0.4247,0.02184,20.558,-0.02477,4.0631,True,True,True,True
0.65,6,3.5,0.8074,-0.557,0.03928,20.556,-0.05543,0.4302,True,True,True,True
0.7,6,-0.7,0.3693,-0.2763,0.01797,20.552,-0.00336,0.0142,True,True,True,True
0.0,6,1.6,0.6144,-0.4401,0.0299,20.544,-0.08024,0.7849,True,True,True,True
0.65,0,5.3,0.9363,-0.0677,0.04558,20.543,-0.07137,0.2343,True,True,True,True
0.7,6,-0.6,0.3693,-0.2763,0.01798,20.541,-0.00582,0.4098,True,True,True,True
0.65,8,1.4,0.6311,-0.6453,0.03073,20.536,-0.00757,0.0876,True,True,True,True
0.65,6,2.7,0.7093,-0.4951,0.03456,20.526,-0.04481,0.2058,True,True,True,True
0.0,2,5.6,0.91,-0.2421,0.04434,20.522,-0.0134,1.5513,True,True,True,True
0.0,2,5.7,0.91,-0.2421,0.04434,20.522,-0.20339,0.8549,True,True,True,True
0.75,4,5.1,0.9149,-0.3813,0.04458,20.521,-0.07248,7.0911,True,True,True,True
0.75,6,3.2,0.7338,-0.4432,0.03577,20.517,-0.01767,0.1155,True,True,True,True
0.75,6,-0.6,0.3616,-0.2247,0.01763,20.509,-0.02777,2.2581,True,True,True,True
0.75,6,4.3,0.8919,-0.5064,0.04349,20.509,-0.00319,0.0156,True,True,True,True
0.7,8,0.2,0.4717,-0.5132,0.023,20.508,-0.08087,0.879,True,True,True,True
0.7,8,2.7,0.7518,-0.6647,0.03667,20.502,-0.02511,0.1683,True,True,True,True
0.75,2,5.5,0.9349,-0.2221,0.0456,20.501,-0.00771,0.6358,True,True,True,True
0.7,8,0.1,0.4643,-0.5124,0.02265,20.499,-0.0233,0.523,True,True,True,True
0.75,4,5.0,0.9144,-0.3794,0.04461,20.497,-0.00923,4.3065,True,True,True,True
0.75,4,-0.6,0.3286,-0.043,0.01604,20.494,-0.00949,2.4213,True,True,True,True
0.65,8,1.0,0.5754,-0.6165,0.02808,20.491,-0.02418,0.3802,True,True,True,True
0.0,2,5.5,0.9083,-0.2394,0.04433,20.491,-0.0134,1.5513,True,True,True,True
0.0,6,-0.4,0.371,-0.3169,0.01811,20.488,-0.03972,4.2452,True,True,True,True
0.7,8,-0.2,0.464,-0.501,0.02265,20.487,-0.06383,0.2971,True,True,True,True
0.0,2,5.3,0.9083,-0.2394,0.04434,20.484,-0.07218,0.3113,True,True,True,True
0.65,8,2.3,0.7333,-0.6416,0.03581,20.476,-0.05614,0.81,True,True,True,True
0.75,2,5.3,0.9343,-0.2221,0.04563,20.473,-0.10005,0.4039,True,True,True,True
0.65,8,1.1,0.5824,-0.6173,0.02845,20.468,-0.12755,0.8319,True,True,True,True
0.65,8,1.8,0.6842,-0.6295,0.03343,20.468,-0.00188,0.0155,True,True,True,True
0.0,6,2.9,0.7433,-0.4949,0.03632,20.465,-0.04796,11.3501,True,True,True,True
0.75,2,5.6,0.9372,-0.2237,0.0458,20.465,-0.00771,0.6618,True,True,True,True
0.65,8,2.8,0.7879,-0.7233,0.03853,20.451,-0.09057,0.5842,True,True,True,True
0.65,8,0.7,0.5412,-0.603,0.02646,20.45,-0.02811,0.4851,True,True,True,True
0.7,8,2.6,0.7502,-0.6648,0.03669,20.45,-0.02849,0.2169,True,True,True,True
0.0,2,4.8,0.8615,-0.2249,0.04214,20.445,-0.19197,1.246,True,True,True,True
0.75,4,-0.7,0.3279,-0.0411,0.01604,20.445,-0.1155,0.4939,True,True,True,True
0.65,8,0.6,0.5416,-0.6036,0.02649,20.445,-0.07475,0.8439,True,True,True,True
0.65,6,-0.7,0.3739,-0.301,0.01829,20.442,-0.02007,0.0853,True,True,True,True
0.0,6,-0.5,0.3698,-0.3069,0.0181,20.436,-0.05685,3.9378,True,True,True,True
0.7,8,0.0,0.4628,-0.5085,0.02265,20.432,-0.01934,3.414,True,True,True,True
0.65,6,-0.6,0.3739,-0.301,0.0183,20.431,-0.11729,9.7741,True,True,True,True
0.0,4,-0.6,0.3299,-0.0189,0.01614,20.431,-0.03565,6.5716,True,True,True,True
0.75,2,5.7,0.9372,-0.2237,0.04588,20.429,-0.21438,0.8809,True,True,True,True
0.7,2,5.7,0.9422,-0.239,0.04615,20.414,-0.23069,0.9868,True,True,True,True
0.65,2,5.7,0.9462,-0.2488,0.04636,20.409,-0.23472,1.0046,True,True,True,True
0.65,2,5.6,0.9462,-0.2488,0.04636,20.409,-0.0134,2.1716,True,True,True,True
0.7,2,5.6,0.9418,-0.2367,0.04615,20.407,-0.03286,2.1072,True,True,True,True
0.0,8,1.0,0.574,-0.6024,0.02813,20.404,-0.02053,0.357,True,True,True,True
0.75,6,4.2,0.8515,-0.5062,0.04174,20.401,-0.01652,0.0604,True,True,True,True
0.65,2,5.5,0.945,-0.2461,0.04635,20.39,-0.0134,0.5047,True,True,True,True
0.7,4,5.1,0.9254,-0.4246,0.04539,20.389,-0.06287,2.8349,True,True,True,True
0.7,4,5.2,0.9253,-0.4376,0.04539,20.384,-0.10663,0.5291,True,True,True,True
0.75,8,2.0,0.6671,-0.5162,0.03273,20.382,-0.01988,0.1979,True,True,True,True
0.7,6,3.2,0.7486,-0.5098,0.03673,20.381,-0.00709,0.0477,True,True,True,True
0.0,8,0.9,0.5694,-0.5983,0.02794,20.38,-0.0352,0.3508,True,True,True,True
0.7,6,3.3,0.7751,-0.5171,0.03803,20.38,-0.03421,0.2575,True,True,True,True
0.65,4,-0.3,0.3316,-0.1119,0.01627,20.379,-0.14967,0.4985,True,True,True,True
0.75,8,1.2,0.5827,-0.5119,0.0286,20.379,-0.13662,0.8126,True,True,True,True
0.7,2,5.5,0.939,-0.2324,0.04609,20.376,-0.0244,1.4505,True,True,True,True
0.65,8,0.9,0.5696,-0.6124,0.02796,20.376,-0.03666,0.3298,True,True,True,True
0.65,8,0.3,0.4909,-0.5821,0.0241,20.371,-0.11097,0.5117,True,True,True,True
0.75,8,2.4,0.7101,-0.5356,0.03486,20.37,-0.27762,448.2921,True,True,True,True
0.7,6,3.4,0.7751,-0.5167,0.03806,20.365,-0.04794,0.3903,True,True,True,True
0.0,4,-0.7,0.3288,-0.0118,0.01614,20.364,-0.18074,0.6814,True,True,True,True
0.65,8,2.1,0.7105,-0.6468,0.03489,20.364,-0.03614,0.2782,True,True,True,True
0.7,2,5.3,0.9385,-0.2318,0.04609,20.36,-0.05768,0.2366,True,True,True,True
0.65,8,0.5,0.5235,-0.5881,0.02571,20.359,-0.07759,0.8572,True,True,True,True
0.65,8,0.4,0.5235,-0.5881,0.02571,20.359,-0.02996,0.1838,True,True,True,True
0.0,8,0.4,0.5194,-0.5733,0.02552,20.355,-0.03044,0.1791,True,True,True,True
0.0,8,0.5,0.5194,-0.5733,0.02552,20.355,-0.07927,0.8152,True,True,True,True
0.0,6,3.1,0.7428,-0.5293,0.03649,20.354,-0.10913,8.4568,True,True,True,True
0.7,2,5.4,0.9385,-0.2318,0.04612,20.35,-0.00302,1.0624,True,True,True,True
0.0,6,-0.6,0.3681,-0.3056,0.0181,20.342,-0.00671,0.7874,True,True,True,True
0.0,8,1.4,0.6321,-0.6292,0.03108,20.336,-0.00378,0.0495,True,True,True,True
0.75,8,2.5,0.7102,-0.5736,0.03492,20.335,-0.22386,1.9162,True,True,True,True
0.75,6,-0.3,0.3608,-0.2347,0.01775,20.324,-0.0174,0.0695,True,True,True,True
0.0,8,0.3,0.4854,-0.5672,0.02388,20.323,-0.10254,0.4642,True,True,True,True
0.65,2,5.3,0.941,-0.2461,0.04635,20.304,-0.05642,0.1993,True,True,True,True
0.7,8,2.0,0.6852,-0.5722,0.03375,20.302,-0.02222,0.2113,True,True,True,True
0.75,6,4.1,0.8373,-0.5031,0.04125,20.297,-0.10502,1.4253,True,True,True,True
0.0,8,1.6,0.6362,-0.6283,0.03135,20.293,-0.00498,0.0298,True,True,True,True
0.7,6,4.0,0.8503,-0.5496,0.04193,20.278,-0.05579,7.3115,True,True,True,True
0.75,8,2.9,0.7664,-0.6079,0.0378,20.275,-0.10339,8.1278,True,True,True,True
0.75,8,3.0,0.7664,-0.6079,0.0378,20.275,-0.16418,20.0874,True,True,True,True
0.7,8,1.2,0.5972,-0.5797,0.02946,20.271,-0.0849,0.4701,True,True,True,True
0.0,8,1.1,0.5809,-0.6024,0.02866,20.271,-0.12333,0.8178,True,True,True,True
0.65,8,0.2,0.4801,-0.5659,0.02369,20.271,-0.08926,0.9315,True,True,True,True
0.7,6,-0.3,0.3711,-0.2996,0.01831,20.269,-0.06046,0.2259,True,True,True,True
0.0,8,0.7,0.5384,-0.5884,0.02657,20.261,-0.03129,0.4141,True,True,True,True
0.0,8,0.6,0.5388,-0.5891,0.0266,20.257,-0.07569,0.7942,True,True,True,True
0.0,8,1.9,0.6883,-0.6248,0.03398,20.257,-0.07273,5.1947,True,True,True,True
0.7,0,5.8,0.9873,-0.096,0.04875,20.253,-0.03442,0.1402,True,True,True,True
0.75,0,6.0,0.9843,-0.0862,0.0486,20.252,-0.01227,0.4397,True,True,True,True
0.75,0,5.8,0.9843,-0.0864,0.04862,20.247,-0.03212,0.1269,True,True,True,True
0.65,0,6.2,0.9932,-0.1022,0.04907,20.242,-0.1359,0.6986,True,True,True,True
0.65,6,3.8,0.8576,-0.561,0.04237,20.241,-0.12086,0.5152,True,True,True,True
0.7,4,-0.3,0.3251,-0.0838,0.01606,20.237,-0.11668,0.3988,True,True,True,True
0.65,8,-0.2,0.472,-0.5527,0.02333,20.23,-0.0672,0.3146,True,True,True,True
0.75,0,6.1,0.9899,-0.0887,0.04894,20.228,-0.01227,0.4397,True,True,True,True
0.75,0,6.2,0.9899,-0.0887,0.04894,20.228,-0.13306,0.6861,True,True,True,True
0.65,0,5.9,0.9918,-0.0974,0.04904,20.225,-0.01099,1.1388,True,True,True,True
0.65,0,6.0,0.993,-0.099,0.0491,20.224,-0.02384,3.7675,True,True,True,True
0.65,0,6.1,0.993,-0.1022,0.0491,20.224,-0.01586,18.2506,True,True,True,True
0.0,0,5.8,0.9536,-0.0881,0.04715,20.224,-0.0351,0.1382,True,True,True,True
0.0,8,0.2,0.4752,-0.5528,0.0235,20.22,-0.08035,0.8646,True,True,True,True
0.65,8,0.1,0.4717,-0.5642,0.02333,20.216,-0.02907,0.6024,True,True,True,True
0.65,0,5.8,0.9911,-0.0968,0.04904,20.212,-0.03897,0.1547,True,True,True,True
0.0,6,3.6,0.8029,-0.5444,0.03974,20.204,-0.01685,1.2635,True,True,True,True
0.7,0,6.0,0.9879,-0.0959,0.04891,20.198,-0.00779,1.8979,True,True,True,True
0.0,8,-0.2,0.4676,-0.5397,0.02317,20.185,-0.06571,0.2942,True,True,True,True
0.75,4,-0.3,0.3182,-0.0435,0.01577,20.18,-0.08777,0.3045,True,True,True,True
0.7,4,4.9,0.9135,-0.4276,0.04527,20.18,-0.02709,0.7423,True,True,True,True
0.0,0,6.2,0.9536,-0.0897,0.04725,20.18,-0.14385,0.5434,True,True,True,True
0.65,6,3.4,0.7834,-0.5459,0.03882,20.177,-0.05578,0.4644,True,True,True,True
0.0,8,0.1,0.4668,-0.5511,0.02314,20.174,-0.03012,0.6629,True,True,True,True
0.7,0,6.2,0.9881,-0.0975,0.04899,20.168,-0.13075,0.6874,True,True,True,True
0.7,0,6.1,0.9881,-0.0975,0.04899,20.168,-0.00804,9.0911,True,True,True,True
0.65,6,3.3,0.7834,-0.5458,0.03884,20.167,-0.0284,0.2125,True,True,True,True
0.65,6,-0.3,0.3782,-0.3335,0.01875,20.165,-0.08444,0.3004,True,True,True,True
0.65,8,0.0,0.4705,-0.5601,0.02333,20.162,-0.02082,5.2391,True,True,True,True
0.0,6,3.5,0.8012,-0.5444,0.03974,20.161,-0.06232,0.6578,True,True,True,True
0.0,4,4.7,0.8601,-0.4584,0.04266,20.16,-0.25597,1.2414,True,True,True,True
0.0,6,3.7,0.8039,-0.5478,0.03989,20.155,-0.04483,0.1622,True,True,True,True
0.0,4,4.3,0.8598,-0.3845,0.04266,20.153,-0.07292,0.3804,True,True,True,True
0.65,8,1.3,0.6143,-0.6431,0.03048,20.152,-0.01628,0.1301,True,True,True,True
0.0,4,4.6,0.8597,-0.3931,0.04266,20.151,-0.32658,169.535,True,True,True,True
0.65,4,5.2,0.9248,-0.4633,0.04596,20.121,-0.11308,0.5081,True,True,True,True
0.0,8,0.0,0.4661,-0.5468,0.02317,20.117,-0.02187,19.0537,True,True,True,True
0.65,8,2.7,0.7602,-0.7199,0.03781,20.107,-0.01619,0.1113,True,True,True,True
0.65,4,4.9,0.9202,-0.4497,0.04581,20.087,-0.03347,1.1927,True,True,True,True
0.65,6,3.2,0.7566,-0.5402,0.03769,20.077,-0.01455,0.099,True,True,True,True
0.65,8,2.6,0.7588,-0.72,0.03781,20.072,-0.02197,0.1732,True,True,True,True
0.0,6,3.8,0.8582,-0.5534,0.04277,20.067,-0.12641,0.4687,True,True,True,True
0.7,6,4.3,0.8878,-0.5588,0.04424,20.066,-0.02671,0.1071,True,True,True,True
0.0,6,-0.3,0.3717,-0.3148,0.01859,19.994,-0.09041,0.3094,True,True,True,True
0.0,8,1.3,0.6173,-0.6278,0.03088,19.991,-0.01067,0.0763,True,True,True,True
0.65,8,1.2,0.6061,-0.642,0.03032,19.988,-0.12933,0.8103,True,True,True,True
0.7,8,2.5,0.7255,-0.659,0.03631,19.984,-0.29555,2.3941,True,True,True,True
0.7,6,4.1,0.8519,-0.5607,0.04263,19.982,-0.04115,3.8121,True,True,True,True
0.75,0,6.3,1.0287,-0.1153,0.05149,19.979,-0.13306,0.6861,True,True,True,True
0.0,4,-0.3,0.3217,-0.0298,0.01611,19.966,-0.22368,0.675,True,True,True,True
0.75,6,4.5,0.8915,-0.5203,0.04466,19.963,-0.06197,1.3291,True,True,True,True
0.7,0,6.7,1.0323,-0.1248,0.05173,19.955,-0.03987,0.139,True,True,True,True
0.7,8,2.9,0.7828,-0.6881,0.03923,19.954,-0.09155,6.6243,True,True,True,True
0.7,8,3.0,0.7828,-0.6881,0.03923,19.954,-0.14894,14.4972,True,True,True,True
0.75,10,0.8,0.5576,-0.6452,0.02795,19.954,-0.0778,0.5345,True,True,True,True
0.7,0,6.5,1.0323,-0.1248,0.05174,19.95,-0.00546,0.1771,True,True,True,True
0.7,0,6.3,1.0262,-0.1237,0.05144,19.949,-0.13075,0.6874,True,True,True,True
0.7,0,6.4,1.0262,-0.1237,0.05144,19.949,-0.00546,0.1771,True,True,True,True
0.75,0,6.7,1.0276,-0.117,0.05153,19.941,-0.03661,0.1269,True,True,True,True
0.75,6,4.8,0.9408,-0.5099,0.04719,19.937,-0.20506,0.8715,True,True,True,True
0.0,8,2.1,0.7085,-0.6326,0.03554,19.934,-0.0618,0.4812,True,True,True,True
0.65,6,4.3,0.8993,-0.5974,0.04511,19.933,-0.00432,0.0186,True,True,True,True
0.75,10,1.9,0.6921,-0.7017,0.03472,19.933,-0.21212,76.7501,True,True,True,True
0.75,10,1.8,0.6921,-0.6777,0.03472,19.932,-0.04699,0.3606,True,True,True,True
